original.names,new.name,description,original.features,design.logical,design.logical.statistical,modification.IDs,associated.modification.IDs.without.resulting.action,known.remaining.dependencies.after.statistical.treatment,networks.of.dependencies,recode.operation.type,condition.human.readable,condition.if.feature.conditioned,recode.operation.Rcode,original.states,new.states,recode.pattern,grouping
GB421,GB421c,"Is there a preposed complementizer in complements of verbs of thinking and/or knowing, if there is a complementizer in complements of verbs of thinking and/or knowing at all?",FALSE,TRUE,TRUE,L-CPE-2,S-CPE-1,S-CPE-1,word order,recode group 5 (simple conditioning),if there is a complementizer in complements of verbs of thinking and/or knowing,GB510m == 1,,,,,Grammar_linear_order
GB422,GB422,Is there a postposed complementizer in complements of verbs of thinking and/or knowing?,TRUE,FALSE,FALSE,L-CPE-3,L-CPE-1,,,include without modification,none,,,,,,NA
GB422,GB422c,"Is there a postposed complementizer in complements of verbs of thinking and/or knowing, if there is a complementizer in complements of verbs of thinking and/or knowing at all?",FALSE,TRUE,TRUE,L-CPE-3,S-CPE-1,S-CPE-1,word order,recode group 5 (simple conditioning),if there is a complementizer in complements of verbs of thinking and/or knowing,GB510m == 1,,,,,Grammar_linear_order
GB430,GB430,Can adnominal possession be marked by a prefix on the possessor?,TRUE,FALSE,FALSE,L-POS-06,L-POS-05,,,include without modification,none,,,,,,NA
GB430,GB430c,"Can adnominal possession be marked by a prefix on the possessor, if adnominal possession can be marked by an affix on the possessor at all?",FALSE,TRUE,TRUE,L-POS-06,S-POS-5,S-POS-5,prefixing/suffixing,recode group 5 (simple conditioning),if adnominal possession can be coded on the possessor,GB590m == 1,,,,,Grammar_linear_order
GB431,GB431,Can adnominal possession be marked by a prefix on the possessed noun?,TRUE,FALSE,FALSE,L-POS-09,L-POS-08,,,include without modification,none,,,,,,NA
GB431,GB431c,"Can adnominal possession be marked by a prefix on the possessed noun, if adnominal possession can be marked by an affix on the possessed noun at all?",FALSE,TRUE,TRUE,L-POS-09,S-POS-4,S-POS-4,prefixing/suffixing,recode group 5 (simple conditioning),if adnominal possession can be coded on the possessed noun,GB591m == 1,,,,,Grammar_linear_order
GB432,GB432,Can adnominal possession be marked by a suffix on the possessor?,TRUE,FALSE,FALSE,L-POS-07,L-POS-05,,,include without modification,none,,,,,,NA
GB432,GB432c,"Can adnominal possession be marked by a suffix on the possessor, if adnominal possession can be marked by an affix on the possessor at all?",FALSE,TRUE,TRUE,L-POS-07,S-POS-5,S-POS-5,prefixing/suffixing,recode group 5 (simple conditioning),if adnominal possession can be coded on the possessor,GB590m == 1,,,,,Grammar_linear_order
GB433,GB433,Can adnominal possession be marked by a suffix on the possessed noun?,TRUE,FALSE,FALSE,L-POS-10,L-POS-08,,,include without modification,none,,,,,,NA
GB433,GB433c,"Can adnominal possession be marked by a suffix on the possessed noun, if adnominal possession can be marked by an affix on the possessed noun at all?",FALSE,TRUE,TRUE,L-POS-10,S-POS-4,S-POS-4,prefixing/suffixing,recode group 5 (simple conditioning),if adnominal possession can be coded on the possessed noun,GB591m == 1,,,,,Grammar_linear_order
GB070&GB071&GB072&GB073,GB480m,Is there morphological case at all?,FALSE,TRUE,TRUE,L-CAS-1,S-POS-CAS-1;D-CAS-2;D-CAS-3;D-CAS-4;D-CAS-5;S-ATT-2;S-ADP-2,S-ATT-2,isolating/affixing,recode group 2 (merge features - recode via logical arguments),none,,"1 GB070 == ""0"" & GB071 == ""0"" & GB072 == ""0"" & GB073 == ""0"";2 GB070 == ""1"";3 GB071 == ""1"";4 GB072 == ""1"";5 GB073 == ""1"";6 ((GB070 == ""0"" & GB071 == ""0"" & GB072 == ""0"" & GB073 == ""0"") | (GB070 == ""1"") | (GB071 == ""1"") | (GB072 == ""1"") | (GB073 == ""1"")) == F",,0;1;?,1-2/3/4/5-6,Grammatical_categories
GB119&GB120&GB121,GB500drm,"Can any TAM be marked by an inflecting word (""auxiliary verb"")?",FALSE,TRUE,TRUE,D-TAM-13,,,,recode group 2 (merge features - recode via logical arguments),none,,"1 GB119 == ""0"" & GB120 == ""0"" & GB121 == ""0"";2 GB119 == ""1"";3 GB120 == ""1"";4 GB121 == ""1"";5 ((GB119 == ""0"" & GB120 == ""0"" & GB121 == ""0"") | (GB119 == ""1"") | (GB120 == ""1"") | (GB121 == ""1"")) == F",,0;1;?,1-2/3/4-5,Grammar_other
GB519&GB520&GB521,GB501drm,"Can any TAM be marked by an non-inflecting word (""particle"")?",FALSE,TRUE,TRUE,D-TAM-14,,,,recode group 2 (merge features - recode via logical arguments),none,,"1 GB519 == ""0"" & GB520 == ""0"" & GB521 == ""0"";2 GB519 == ""1"";3 GB520 == ""1"";4 GB521 == ""1"";5 ((GB519 == ""0"" & GB520 == ""0"" & GB521 == ""0"") | (GB519 == ""1"") | (GB520 == ""1"") | (GB521 == ""1"")) == F",,0;1;?,1-2/3/4-5,Grammar_other
GB421&GB422,GB510m,Are there complementizers in complements in verbs of thinking and/or knowing at all?,FALSE,TRUE,TRUE,L-CPE-1,L-CPE-2;L-CPE-3,,,recode group 2 (merge features - recode via logical arguments),none,,"1 GB421 == ""0"" & GB422 == ""0"";2 GB421 == ""1"";3 GB422 == ""1"";4 ((GB421 == ""0"" & GB422 == ""0"") | (GB421 == ""1"") | (GB422 == ""1"")) == F",,0;1;?,1-2/3-4,Grammar_other
GB519,GB519,"Can mood be marked by a non-inflecting word (""auxiliary particle"")?",TRUE,FALSE,FALSE,D-TAM-02;D-TAM-14,,,,include without modification,none,,,,,,NA
GB520,GB520,"Can aspect be marked by a non-inflecting word (""auxiliary particle"")?",TRUE,FALSE,FALSE,D-TAM-03;D-TAM-14,L-TAM-07,,,include without modification,none,,,,,,NA
GB521,GB521,"Can tense be marked by a non-inflecting word (""auxiliary particle"")?",TRUE,FALSE,FALSE,D-TAM-01;D-TAM-14,L-TAM-07,,,include without modification,none,,,,,,NA
GB522,GB522,"Can the S or A argument be omitted from a pragmatically unmarked clause when the referent is inferrable from context (""pro-drop"" or ""null anaphora"")?",TRUE,TRUE,FALSE,S-SAP-03-C,S-SAP-03-O;S-SAP-18-O,,,include without modification,none,,,,,,Grammar_other
GB522,GB522C,"Can the S or A argument be omitted from a pragmatically unmarked clause when the referent is inferrable from context (""pro-drop"" or ""null anaphora""), if there is affixal/clitic SAP-indexing at all (conditioned on morphologcial TAM)?",FALSE,FALSE,TRUE,S-SAP-03-C,S-SAP-18-C,,,recode group 5 (simple conditioning),if any SAP arguments indexed on the verb in the simple main clause at all (conditioned on TAM),GB625mC == 1,,,,,Grammar_other
GB071&GB073,GB549drmc,"Is there morphological case for pronominal arguments, if there is case at all?",FALSE,TRUE,TRUE,D-CAS-2,S-PRO-CAS-1;S-CAS-01,,,recode group 3 (merge features - recode via logical arguments - simple conditioning),if morphological case present,GB480m == 1,"1 GB071 == ""0"" & GB073 == ""0"";2 GB071 == ""1"";3 GB073 == ""1"";4 ((GB071 == ""0"" & GB073 == ""0"") | (GB071 == ""1"") | (GB073 == ""1"")) == F",,0;1;?,1-2/3-4,Grammatical_categories
GB020&GB021&GB022&GB023&GB172&GB186,GB550m,Are there articles at all?,FALSE,TRUE,TRUE,L-ART-1,D-AGR-ART;L-ART-2;L-ART-3;L-ART-4;L-ART-5,,,recode group 2 (merge features - recode via logical arguments),none,,"1 GB020 == ""0"" & GB021 == ""0"" & GB022 == ""0"" & GB023 == ""0"" & GB172 == ""0"" & GB186 == ""0"";2 GB020 == ""1"";3 GB021 == ""1"";4 GB022 == ""1"";5 GB023 == ""1"";6 GB172 == ""1"";7 GB186 == ""1"";8 ((GB020 == ""0"" & GB021 == ""0"" & GB022 == ""0"" & GB023 == ""0"" & GB172 == ""0"" & GB186 == ""0"") | (GB020 == ""1"") | (GB021 == ""1"") | (GB022 == ""1"") | (GB023 == ""1"") | (GB172 == ""1"") | (GB186 == ""1"")) == F",,0;1;?,1-2/3/4/5/6/7-8,Grammatical_categories
GB051&GB052&GB053&GB054&GB170&GB171&GB172&GB192&GB198&GB314&GB315&GB321,GB551m,Is there a gender/noun class system at all?,FALSE,TRUE,FALSE,L-GEN-01;S-NUM-GEN-2,S-CLA-2-O;S-GEN-1-O;S-NUM-GEN-1-O;D-AGR-GEN-1;D-DIA-3;L-GEN-02;L-GEN-03;L-GEN-04;L-GEN-05;L-GEN-06;L-GEN-07;L-GEN-08;L-GEN-09;S-ATT-3-O,,,recode group 2 (merge features - recode via logical arguments),none,,"1 GB051 == ""0"" & GB052 == ""0"" & GB053 == ""0"" & GB054 == ""0"" & GB170 == ""0"" & GB171 == ""0"" & GB172 == ""0"" & GB192 == ""0"" & GB198 == ""0"" & GB314 == ""0"" & GB315 == ""0"" & GB321 == ""0"";2 GB051 == ""1"";3 GB052 == ""1"";4 GB053 == ""1"";5 GB054 == ""1"";6 GB170 == ""1"";7 GB171 == ""1"";8 GB172 == ""1"";9 GB192 == ""1"";10 GB198 == ""1"";11 GB314 == ""1"";12 GB315 == ""1"";13 GB321 == ""1"";14 ((GB051 == ""0"" & GB052 == ""0"" & GB053 == ""0"" & GB054 == ""0"" & GB170 == ""0"" & GB171 == ""0"" & GB172 == ""0"" & GB192 == ""0"" & GB198 == ""0"" & GB314 == ""0"" & GB315 == ""0"" & GB321 == ""0"") | (GB051 == ""1"") | (GB052 == ""1"") | (GB053 == ""1"") | (GB054 == ""1"") | (GB170 == ""1"") | (GB171 == ""1"") | (GB172 == ""1"") | (GB192 == ""1"") | (GB198 == ""1"") | (GB314 == ""1"") | (GB315 == ""1"") | (GB321 == ""1"")) == F",,0;1;?,1-2/3/4/5/6/7/8/9/10/11/12/13-14,Lexical_classes
GB051&GB052&GB053&GB054&GB170&GB171&GB172&GB192&GB198&GB314&GB315&GB321,GB551mC,"Is there a gender/noun class system at all, if there is number marking within NPs at all?",FALSE,FALSE,TRUE,S-NUM-GEN-2,S-CLA-2-C;S-GEN-1-C;S-NUM-GEN-1-C;S-ATT-3-C,S-ATT-3-C;S-GEN-1-C;S-NUM-GEN-1-C;S-CLA-2-C,,recode group 3 (merge features - recode via logical arguments - simple conditioning),if number marking of NPs present,GB945m == 1,"1 GB051 == ""0"" & GB052 == ""0"" & GB053 == ""0"" & GB054 == ""0"" & GB170 == ""0"" & GB171 == ""0"" & GB172 == ""0"" & GB192 == ""0"" & GB198 == ""0"" & GB314 == ""0"" & GB315 == ""0"" & GB321 == ""0"";2 GB051 == ""1"";3 GB052 == ""1"";4 GB053 == ""1"";5 GB054 == ""1"";6 GB170 == ""1"";7 GB171 == ""1"";8 GB172 == ""1"";9 GB192 == ""1"";10 GB198 == ""1"";11 GB314 == ""1"";12 GB315 == ""1"";13 GB321 == ""1"";14 ((GB051 == ""0"" & GB052 == ""0"" & GB053 == ""0"" & GB054 == ""0"" & GB170 == ""0"" & GB171 == ""0"" & GB172 == ""0"" & GB192 == ""0"" & GB198 == ""0"" & GB314 == ""0"" & GB315 == ""0"" & GB321 == ""0"") | (GB051 == ""1"") | (GB052 == ""1"") | (GB053 == ""1"") | (GB054 == ""1"") | (GB170 == ""1"") | (GB171 == ""1"") | (GB172 == ""1"") | (GB192 == ""1"") | (GB198 == ""1"") | (GB314 == ""1"") | (GB315 == ""1"") | (GB321 == ""1"")) == F",,0;1;?,1-2/3/4/5/6/7/8/9/10/11/12/13-14,Lexical_classes
GB038&GB057,GB552m,Are there classifiers at all?,FALSE,TRUE,TRUE,L-CLA-1,S-CLA-2-O;S-CLA-2-C;L-CLA-2;L-CLA-3,S-CLA-2-C,,recode group 2 (merge features - recode via logical arguments),none,,"1 GB038 == ""0"" & GB057 == ""0"";2 GB038 == ""1"";3 GB057 == ""1"";4 ((GB038 == ""0"" & GB057 == ""0"") | (GB038 == ""1"") | (GB057 == ""1"")) == F ",,0;1;?,1-2/3-4,Grammatical_categories
GB070&GB072,GB553drmc,"Is there morphological case for non-pronominal arguments, if there is case at all?",FALSE,TRUE,FALSE,D-CAS-3;S-CAS-01,,,,recode group 3 (merge features - recode via logical arguments - simple conditioning),if morphological case present,GB480m == 1,"1 GB070 == ""0"" & GB072 == ""0"";2 GB070 == ""1"";3 GB072 == ""1"";4 ((GB070 == ""0"" & GB072 == ""0"") | (GB070 == ""1"") | (GB072 == ""1"")) == F",,0;1;?,1-2/3-4,Grammatical_categories
GB070&GB072,GB553drmcC,"Is there morphological case for non-pronominal arguments, if there is morphological case for pronominal arguments?",FALSE,FALSE,TRUE,S-CAS-01,,,,recode group 9 (merge features - recode via logical arguments - simple conditioning [conditioned feature]),if morphological case for pronominal arguments present,GB549drmc == 1,"1 GB070 == ""0"" & GB072 == ""0"";2 GB070 == ""1"";3 GB072 == ""1"";4 ((GB070 == ""0"" & GB072 == ""0"") | (GB070 == ""1"") | (GB072 == ""1"")) == F",,0;1;?,1-2/3-4,Grammatical_categories
GB147&GB302&GB304,GB555m,Is there passive voice at all?,FALSE,TRUE,TRUE,L-PAS-1,L-PAS-2;L-PAS-3;L-PAS-4,,,recode group 2 (merge features - recode via logical arguments),none,,"1 GB147 == ""0"" & GB302 == ""0"" & GB304 == ""0"";2 GB147 == ""1"";3 GB302 == ""1"";4 GB304 == ""1"";5 ((GB147 == ""0"" & GB302 == ""0"" & GB304 == ""0"") | (GB147 == ""1"") | (GB302 == ""1"") | (GB304 == ""1"")) == F",,0;1;?,1-2/3/4-5,Grammatical_categories
GB148&GB303,GB556m,Is there antipassive voice at all?,FALSE,TRUE,TRUE,L-ANT-1,L-ANT-2;L-ANT-3,,,recode group 2 (merge features - recode via logical arguments),none,,"1 GB148 == ""0"" & GB303 == ""0"";2 GB148 == ""1"";3 GB303 == ""1"";4 ((GB148 == ""0"" & GB303 == ""0"") | (GB148 == ""1"") | (GB303 == ""1"")) == F",,0;1;?,1-2/3-4,Grammatical_categories
GB148&GB303,GB556EO,"If there is antipassive voice at all, is the antipassive morphologically expressed on the lexical verb (1) or as a phonologically free antipassive marker (2)?",FALSE,FALSE,TRUE,S-ANT-1,,,isolating/affixing,recode group 3 (merge features - recode via logical arguments - simple conditioning),if antipassive voice present,GB556m == 1,"1 GB148 == ""1"" & GB303 %in% c(""0"", ""?"");2 GB303 == ""1"" & GB148 %in% c(""0"", ""?"");3 GB148 == ""0"" & GB303 == ""0"";4 ((GB148 == ""1"" & GB303 %in% c(""0"", ""?"")) | (GB303 == ""1"" & GB148 %in% c(""0"", ""?"")) | (GB148 == ""0"" & GB303 == ""0"")) == F",,1;2;NA;?,1-2-3-4,Grammar_other
GB082&GB083&GB084&GB121&GB309&GB521,GB557drm,Is there tense at all?,FALSE,TRUE,TRUE,D-TAM-01,L-TAM-08;L-TAM-15,,TAME,recode group 2 (merge features - recode via logical arguments),none,,"1 GB082 == ""0"" & GB083 == ""0"" & GB084 == ""0"" & GB121 == ""0"" & GB309 == ""0"" & GB521 == ""0"";2 GB082 == ""1"";3 GB083 == ""1"";4 GB084 == ""1"";5 GB121 == ""1"";6 GB309 == ""1"";7 GB521 == ""1"";8 ((GB082 == ""0"" & GB083 == ""0"" & GB084 == ""0"" & GB121 == ""0"" & GB309 == ""0"" & GB521 == ""0"") | (GB082 == ""1"") | (GB083 == ""1"") | (GB084 == ""1"") | (GB121 == ""1"") | (GB309 == ""1"") | (GB521 == ""1"")) == F",,0;1;?,1-2/3/4/5/6/7-8,Grammatical_categories
GB119&GB312&GB519,GB558drm,Is there mood at all?,FALSE,TRUE,TRUE,D-TAM-02,S-NEG-TAM-1,,TAME,recode group 2 (merge features - recode via logical arguments),none,,"1 GB119 == ""0"" & GB312 == ""0"" & GB519 == ""0"";2 GB119 == ""1"";3 GB312 == ""1"";4 GB519 == ""1"";5 ((GB119 == ""0"" & GB312 == ""0"" & GB519 == ""0"") | (GB119 == ""1"") | (GB312 == ""1"") | (GB519 == ""1"")) == F",,0;1;?,1-2/3/4-5,Grammatical_categories
GB086&GB120&GB520,GB559drm,Is there aspect at all?,FALSE,TRUE,TRUE,D-TAM-03,,,TAME,recode group 2 (merge features - recode via logical arguments),none,,"1 GB086 == ""0"" & GB120 == ""0"" & GB520 == ""0"";2 GB086 == ""1"";3 GB120 == ""1"";4 GB520 == ""1"";5 ((GB086 == ""0"" & GB120 == ""0"" & GB520 == ""0"") | (GB086 == ""1"") | (GB120 == ""1"") |(GB520 == ""1"")) == F",,0;1;?,1-2/3/4-5,Grammatical_categories
GB170&GB171&GB172&GB198,GB560drmc,"Can NP elements agree with the noun in gender/noun class at all, if there is a gender/noun class system at all?",FALSE,TRUE,FALSE,S-AGR-1;D-AGR-GEN-1,L-AGR-GEN-2,,,recode group 3 (merge features - recode via logical arguments - simple conditioning),if gender/noun class system present,GB551m == 1,"1 GB170 == ""0"" & GB171 == ""0"" & GB172 == ""0"" & GB198 == ""0"";2 GB170 == ""1"";3 GB171 == ""1"";4 GB172 == ""1"";5 GB198 == ""1"";6 ((GB170 == ""0"" & GB171 == ""0"" & GB172 == ""0"" & GB198 == ""0"") | (GB170 == ""1"") | (GB171 == ""1"") | (GB172 == ""1"") | (GB198 == ""1"")) == F",,0;1;?,1-2/3/4/5-6,Grammar_other
GB170&GB171&GB172&GB198,GB560drmcC,"Can NP elements agree with the noun in gender/noun class at all, if there is a gender/noun class system at all and if there is agreement of NP elements with the noun in number at all?",FALSE,FALSE,TRUE,S-AGR-1,,,,recode group 4 (merge features - recode via logical arguments - multiple conditioning),if gender/noun class system present and if agreement with noun in number present,GB561drmc == 1 & GB551m == 1,"1 GB170 == ""0"" & GB171 == ""0"" & GB172 == ""0"" & GB198 == ""0"";2 GB170 == ""1"";3 GB171 == ""1"";4 GB172 == ""1"";5 GB198 == ""1"";6 ((GB170 == ""0"" & GB171 == ""0"" & GB172 == ""0"" & GB198 == ""0"") | (GB170 == ""1"") | (GB171 == ""1"") | (GB172 == ""1"") | (GB198 == ""1"")) == F",,0;1;?,1-2/3/4/5-6,Grammar_other
GB184&GB185&GB186,GB561drmc,"Can elements of an NP agree with the noun in number at all, if there is number marking within the NP at all?",FALSE,TRUE,TRUE,D-AGR-NUM,S-AGR-1,,,recode group 3 (merge features - recode via logical arguments - simple conditioning),if number marking of NPs present,GB945m == 1,"1 GB184 == ""0"" & GB185 == ""0"" & GB186 == ""0"";2 GB184 == ""1"";3 GB185 == ""1"";4 GB186 == ""1"";5 ((GB184 == ""0"" & GB185 == ""0"" & GB186 == ""0"") | (GB184 == ""1"") | (GB185 == ""1"") | (GB186 == ""1"")) == F",,0;1;?,1-2/3/4-5,Grammar_other
GB074&GB075,GB563m,Are there adpositions at all?,FALSE,TRUE,TRUE,L-ADP-1,L-ADP-2;L-ADP-3;S-ADP-2,,isolating/affixing,recode group 2 (merge features - recode via logical arguments),none,,"1 GB074 == ""0"" & GB075 == ""0"";2 GB074 == ""1"";3 GB075 == ""1"";4 ((GB074 == ""0"" & GB075 == ""0"") | (GB074 == ""1"") | (GB075 == ""1"")) == F",,0;1;?,1-2/3-4,Lexical_classes
GB170&GB184,GB567drm,Can an adnominal property word agree with the noun at all (gender/noun class and/or number)?,FALSE,TRUE,TRUE,D-AGR-APW,S-AGR-3;S-WOO-AGR-1;S-ATT-4,S-ATT-4;S-AGR-3,,recode group 2 (merge features - recode via logical arguments),none,,"1 GB170 == ""0"" & GB184 == ""0"";2 GB170 == ""1"";3 GB184 == ""1"";4 ((GB170 == ""0"" & GB184 == ""0"") | (GB170 == ""1"") | (GB184 == ""1"")) == F",,0;1;?,1-2/3-4,Grammar_other
GB171&GB185,GB568drm,Can an adnominal demonstrative agree with the noun at all (gender/noun class and/or number)?,FALSE,TRUE,TRUE,D-AGR-ADD,S-AGR-2;S-AGR-3,S-AGR-3,,recode group 2 (merge features - recode via logical arguments),none,,"1 GB171 == ""0"" & GB185 == ""0"";2 GB171 == ""1"";3 GB185 == ""1"";4 ((GB171 == ""0"" & GB185 == ""0"") | (GB171 == ""1"") | (GB185 == ""1"")) == F",,0;1;?,1-2/3-4,Grammar_other
GB172&GB186,GB569drmc,Can an article agree with the noun at all (gender/noun class and/or number)?,FALSE,TRUE,FALSE,S-AGR-2;D-AGR-ART,,,,recode group 3 (merge features - recode via logical arguments - simple conditioning),if articles present,GB550m == 1,"1 GB172 == ""0"" & GB186 == ""0"";2 GB172 == ""1"";3 GB186 == ""1"";4 ((GB172 == ""0"" & GB186 == ""0"") | (GB172 == ""1"") | (GB186 == ""1"")) == F",,0;1;?,1-2/3-4,Grammar_other
GB172&GB186,GB569drmcC,"Can an article agree with the noun at all (gender/noun class and/or number), if there are articles at all and if the adnominal demonstrative can agree with the noun at all?",FALSE,FALSE,TRUE,S-AGR-2,,,,recode group 4 (merge features - recode via logical arguments - multiple conditioning),if articles present and if agreement of demonstratives with noun present,GB550m == 1 & GB568drm == 1,"1 GB172 == ""0"" & GB186 == ""0"";2 GB172 == ""1"";3 GB186 == ""1"";4 ((GB172 == ""0"" & GB186 == ""0"") | (GB172 == ""1"") | (GB186 == ""1"")) == F",,0;1;?,1-2/3-4,Grammar_other
GB082&GB083&GB084,GB580mcc,"Is there morphological tense marking on the verb at all, if there is tense at all?",FALSE,FALSE,FALSE,L-TAM-08;D-TAM-12,L-TAM-09;L-TAM-10;L-TAM-11,,,recode group 4 (merge features - recode via logical arguments - multiple conditioning),if tense marking present and if any TAM can be morphologically marked on the verb,GB557drm == 1 & GB777drm == 1,"1 GB082 == ""0"" & GB083 == ""0"" & GB084 == ""0"";2 GB082 == ""1"";3 GB083 == ""1"";4 GB084 == ""1"";5 ((GB082 == ""0"" & GB083 == ""0"" & GB084 == ""0"") | (GB082 == ""1"") | (GB083 == ""1"") | (GB084 == ""1"")) == F ",,0;1;?,1-2/3/4-5,Grammar_other
GB086&GB120&GB520&GB082&GB083&GB084&GB121&GB309&GB521&GB110,GB589m,Is there tense and/or aspect at all?,FALSE,FALSE,FALSE,L-TAM-07,L-TAM-16,,,recode group 2 (merge features - recode via logical arguments),none,,"1 GB086 == ""0"" & GB120 == ""0"" & GB520 == ""0"" & GB082 == ""0"" & GB083 == ""0"" & GB084 == ""0"" & GB121 == ""0"" & GB309 == ""0"" & GB521 == ""0"" & GB110 == ""0"";2 GB086 == ""1"";3 GB120 == ""1"";4 GB520 == ""1"";5 GB082 == ""1"";6 GB083 == ""1"";7 GB084 == ""1"";8 GB121 == ""1"";9 GB309 == ""1"";10 GB521 == ""1"";11 GB110 == ""1"";12 ((GB086 == ""0"" & GB120 == ""0"" & GB520 == ""0"" & GB082 == ""0"" & GB083 == ""0"" & GB084 == ""0"" & GB121 == ""0"" & GB309 == ""0"" & GB521 == ""0"" & GB110 == ""0"") | (GB086 == ""1"") | (GB120 == ""1"") | (GB520 == ""1"") | (GB082 == ""1"") | (GB083 == ""1"") | (GB084 == ""1"") | (GB121 == ""1"") | (GB309 == ""1"") | (GB521 == ""1"") | (GB110 == ""1"")) == F",,0;1;?,1-2/3/4/5/6/7/8/9/10/11-12,Grammatical_categories
GB430&GB432,GB590m,Can adnominal possession be marked by an affix on the possessor at all?,FALSE,TRUE,FALSE,L-POS-05;S-POS-CAS-1,L-POS-06;L-POS-07;S-LOM-1-O;S-POS-8-O,,,recode group 2 (merge features - recode via logical arguments),none,,"1 GB430 == ""0"" & GB432 == ""0"";2 GB430 == ""1"";3 GB432 == ""1"";4 ((GB430 == ""0"" & GB432 == ""0"") | (GB430 == ""1"") | (GB432 == ""1"")) == F",,0;1;?,1-2/3-4,Grammar_other
GB430&GB432,GB590mC,"Can adnominal possession be marked by an affix on the possessor at all, if there is case at all?",FALSE,FALSE,TRUE,S-POS-CAS-1,S-LOM-1-C;S-POS-8-C,S-POS-8-C,possession,recode group 3 (merge features - recode via logical arguments - simple conditioning),if morphological case present,GB480m == 1,"1 GB430 == ""0"" & GB432 == ""0"";2 GB430 == ""1"";3 GB432 == ""1"";4 ((GB430 == ""0"" & GB432 == ""0"") | (GB430 == ""1"") | (GB432 == ""1"")) == F",,0;1;?,1-2/3-4,Grammar_other
GB431&GB433,GB591m,Can adnominal possession be marked by an affix on the possessed noun at all?,FALSE,TRUE,FALSE,L-POS-08;S-LOM-2-C,S-POS-3-O;S-POS-6-O;L-POS-09;L-POS-10;S-LOM-1-O;S-LOM-2-O,,,recode group 2 (merge features - recode via logical arguments),none,,"1 GB431 == ""0"" & GB433 == ""0"";2 GB431 == ""1"";3 GB433 == ""1"";4 ((GB431 == ""0"" & GB433 == ""0"") | (GB431 == ""1"") | (GB433 == ""1"")) == F",,0;1;?,1-2/3-4,Grammar_other
GB431&GB433,GB591mC,"Can adnominal possession be marked by an affix on the possessed noun at all, if there is affixal/clitic SAP-indexing at all (conditioned on morphologcial TAM)?",FALSE,FALSE,TRUE,S-LOM-2-C,S-POS-3-C;S-LOM-1-C;S-POS-6-C,,possession,recode group 9 (merge features - recode via logical arguments - simple conditioning [conditioned feature]),if any SAP arguments indexed on the verb in the simple main clause at all (conditioned on TAM),GB625mC == 1,"1 GB431 == ""0"" & GB433 == ""0"";2 GB431 == ""1"";3 GB433 == ""1"";4 ((GB431 == ""0"" & GB433 == ""0"") | (GB431 == ""1"") | (GB433 == ""1"")) == F",,0;1;?,1-2/3-4,Grammar_other
GB322&GB323,GB595m,Is there grammatical marking of evidence at all?,FALSE,TRUE,TRUE,L-TAM-04,L-TAM-05;L-TAM-06,,TAME,recode group 2 (merge features - recode via logical arguments),none,,"1 GB322 == ""0"" & GB323 == ""0"";2 GB322 == ""1"";3 GB323 == ""1"";4 ((GB322 == ""0"" & GB323 == ""0"") | (GB322 == ""1"") | (GB323 == ""1"")) == F",,0;1;?,1-2/3-4,Grammatical_categories
GB329&GB330,GB606m,Are there relative clauses headed by an internal NP at all?,FALSE,TRUE,TRUE,L-REL-1,L-REL-2;L-REL-3,,relative clauses,recode group 2 (merge features - recode via logical arguments),none,,"1 GB329 == ""0"" & GB330 == ""0"";2 GB329 == ""1"";3 GB330 == ""1"";4 ((GB329 == ""0"" & GB330 == ""0"") | (GB329 == ""1"") | (GB330 == ""1"")) == F",,0;1;?,1-2/3-4,Grammar_other
GB089&GB090,GB620drmc,"Can the S argument be indexed by an affix/clitic on the verb in the simple main clause, if there is affixal/clitic SAP-indexing at all?",FALSE,TRUE,TRUE,D-SAP-7,S-SAP-15;S-SAP-16,,SAP-indexing,recode group 3 (merge features - recode via logical arguments - simple conditioning),if any SAP arguments indexed on the verb in the simple main clause at all,GB625m == 1,"1 GB089 == ""0"" & GB090 == ""0"";2 GB089 == ""1"";3 GB090 == ""1"";4 ((GB089 == ""0"" & GB090 == ""0"") | (GB089 == ""1"") | (GB090 == ""1"")) == F",,0;1;?,1-2/3-4,Grammar_other
GB091&GB092,GB621drmc,"Can the A argument be indexed by an affix/clitic on the verb in the simple main clause, if there is affixal/clitic SAP-indexing at all?",FALSE,TRUE,TRUE,D-SAP-8,,,SAP-indexing,recode group 3 (merge features - recode via logical arguments - simple conditioning),if any SAP arguments indexed on the verb in the simple main clause at all,GB625m == 1,"1 GB091 == ""0"" & GB092 == ""0"";2 GB091 == ""1"";3 GB092 == ""1"";4 ((GB091 == ""0"" & GB092 == ""0"") | (GB091 == ""1"") | (GB092 == ""1"")) == F",,0;1;?,1-2/3-4,Grammar_other
GB093&GB094,GB622drmc,"Can the P argument be indexed by an affix/clitic on the verb in the simple main clause, if there is affixal/clitic SAP-indexing at all?",FALSE,TRUE,TRUE,D-SAP-9,,,SAP-indexing,recode group 3 (merge features - recode via logical arguments - simple conditioning),if any SAP arguments indexed on the verb in the simple main clause at all,GB625m == 1,"1 GB093 == ""0"" & GB094 == ""0"";2 GB093 == ""1"";3 GB094 == ""1"";4 ((GB093 == ""0"" & GB094 == ""0"") | (GB093 == ""1"") | (GB094 == ""1"")) == F",,0;1;?,1-2/3-4,Grammar_other
